report_date,fromprovince_new,toprovince_new,externallane_new,client_name,mau,avg_lt_prepickup_hour,avg_lt_firstmile_hour,avg_lt_middlemile_hour,avg_lt_lastmile_hour,avg_lt_e2e_hour
2026-07-15,Hà Nội,Bắc Ninh,Intra region,SPE,4072,4.72,10.84,13.83,18.05,47.94
2026-07-15,Hà Nội,Cần Thơ,Cross region,SPB,410,5.77,11.58,51.44,18.76,87.95
2026-07-15,Hà Nội,Cần Thơ,Cross region,SPE,2037,4.0,10.86,52.36,16.96,84.51
2026-07-15,Hà Nội,Gia Lai,Cross region,SPB,430,4.1,10.9,40.37,10.68,66.51
2026-07-15,Hà Nội,Gia Lai,Cross region,SPE,1765,4.34,10.65,43.33,11.63,69.6
2026-07-15,Hà Nội,Hà Nội,Intra city,SPB,5532,6.19,11.63,27.92,11.3,51.74
2026-07-15,Hà Nội,Hà Nội,Intra city,SPE,2216,3.97,8.11,14.93,10.92,38.1
2026-07-15,Hà Nội,Hưng Yên,Intra region,SPB,1215,4.75,10.57,15.29,17.05,47.76
2026-07-15,Hà Nội,Hưng Yên,Intra region,SPE,3665,4.33,10.67,15.87,17.79,49.1
2026-07-15,Hà Nội,Hải Phòng,Intra region,SPB,1737,4.96,10.25,24.01,19.1,58.52
2026-07-15,Hà Nội,Hải Phòng,Intra region,SPE,4622,4.22,11.18,21.48,16.18,53.44
2026-07-15,Hà Nội,Hồ Chí Minh,Cross metro,SPB,3497,5.37,12.08,48.89,14.66,80.86
2026-07-15,Hà Nội,Hồ Chí Minh,Cross metro,SPE,7586,6.72,10.3,49.56,10.6,77.32
2026-07-15,Hà Nội,Lào Cai,Intra region,SPB,416,4.56,10.43,21.22,14.78,50.87
2026-07-15,Hà Nội,Lào Cai,Intra region,SPE,1584,3.8,11.29,21.56,17.55,54.24
2026-07-15,Hà Nội,Lâm Đồng,Cross region,SPB,721,5.3,10.53,50.73,16.35,82.99
2026-07-15,Hà Nội,Lâm Đồng,Cross region,SPE,2708,4.13,10.38,54.3,16.82,85.65
2026-07-15,Hà Nội,Nghệ An,Cross region,SPB,732,4.97,10.68,24.63,22.59,63.12
2026-07-15,Hà Nội,Nghệ An,Cross region,SPE,2384,3.95,10.56,27.42,26.8,68.94
2026-07-15,Hà Nội,Ninh Bình,Intra region,SPB,1431,4.87,10.61,14.03,12.16,41.74
2026-07-15,Hà Nội,Ninh Bình,Intra region,SPE,3966,4.11,10.78,14.73,11.61,41.6
2026-07-15,Hà Nội,Phú Thọ,Intra region,SPB,1014,5.03,10.9,15.61,13.22,44.84
2026-07-15,Hà Nội,Phú Thọ,Intra region,SPE,4069,3.98,10.99,17.16,13.24,45.71
2026-07-15,Hà Nội,Quảng Ninh,Intra region,SPB,780,5.14,10.67,25.86,13.78,55.69
2026-07-15,Hà Nội,Quảng Ninh,Intra region,SPE,2154,4.65,10.78,24.95,15.83,56.42
2026-07-15,Hà Nội,Thanh Hóa,Intra region,SPB,1199,4.94,11.07,20.66,20.77,57.38
2026-07-15,Hà Nội,Thanh Hóa,Intra region,SPE,3491,3.86,10.53,21.37,18.41,54.47
2026-07-15,Hà Nội,Tây Ninh,Cross region,SPB,435,4.2,11.15,49.42,22.82,87.44
2026-07-15,Hà Nội,Tây Ninh,Cross region,SPE,1935,4.41,11.01,47.94,20.07,83.59
2026-07-15,Hà Nội,Đà Nẵng,Cross metro *,SPB,969,5.6,10.21,30.8,18.29,64.9
2026-07-15,Hà Nội,Đà Nẵng,Cross metro *,SPE,1490,4.43,8.99,30.76,15.25,59.33
2026-07-15,Hà Nội,Đắk Lắk,Cross region,SPB,435,3.12,10.65,43.14,14.88,71.8
2026-07-15,Hà Nội,Đắk Lắk,Cross region,SPE,1678,3.73,10.63,47.81,14.13,76.07
2026-07-15,Hà Nội,Đồng Nai,Cross region,SPB,780,4.61,10.75,50.93,18.91,85.1
2026-07-15,Hà Nội,Đồng Nai,Cross region,SPE,3365,4.74,10.59,56.83,18.56,90.73
2026-07-15,Hồ Chí Minh,An Giang,Intra region,SPB,1894,5.85,7.75,17.95,17.69,49.15
2026-07-15,Hồ Chí Minh,An Giang,Intra region,SPE,4237,5.31,9.16,17.01,18.28,50.0
2026-07-15,Hồ Chí Minh,Cà Mau,Intra region,SPB,858,5.99,7.92,17.75,24.21,56.16
2026-07-15,Hồ Chí Minh,Cà Mau,Intra region,SPE,1960,5.27,9.42,14.95,13.64,43.41
2026-07-15,Hồ Chí Minh,Cần Thơ,Intra region,SPB,1633,5.78,6.77,14.15,12.71,39.65
2026-07-15,Hồ Chí Minh,Cần Thơ,Intra region,SPE,3793,5.45,9.3,14.29,11.63,40.61
2026-07-15,Hồ Chí Minh,Gia Lai,Cross region,SPB,1093,7.11,5.87,30.18,13.81,57.02
2026-07-15,Hồ Chí Minh,Gia Lai,Cross region,SPE,2011,5.57,10.52,31.35,11.91,58.93
2026-07-15,Hồ Chí Minh,Hà Nội,Cross metro,SPB,3933,6.83,6.56,62.56,14.95,91.22
2026-07-15,Hồ Chí Minh,Hà Nội,Cross metro,SPE,5286,7.34,8.09,49.55,12.8,77.1
2026-07-15,Hồ Chí Minh,Hải Phòng,Cross region,SPB,877,6.22,7.33,57.29,19.29,90.53
2026-07-15,Hồ Chí Minh,Hải Phòng,Cross region,SPE,2215,5.4,9.35,59.95,19.55,93.97
2026-07-15,Hồ Chí Minh,Hồ Chí Minh,Intra city,SPB,13200,7.12,5.84,12.67,7.88,28.61
2026-07-15,Hồ Chí Minh,Hồ Chí Minh,Intra city,SPE,7681,6.67,8.49,13.29,9.79,38.1
2026-07-15,Hồ Chí Minh,Khánh Hòa,Cross region,SPB,1162,6.62,5.78,23.56,24.71,60.9
2026-07-15,Hồ Chí Minh,Khánh Hòa,Cross region,SPE,1483,5.35,8.56,25.71,15.24,54.59
2026-07-15,Hồ Chí Minh,Lâm Đồng,Cross region,SPB,2269,6.82,6.51,20.55,14.42,48.43
2026-07-15,Hồ Chí Minh,Lâm Đồng,Cross region,SPE,3575,5.56,9.53,20.42,14.27,49.47
2026-07-15,Hồ Chí Minh,Ninh Bình,Cross region,SPB,626,7.65,6.91,47.2,14.7,76.79
2026-07-15,Hồ Chí Minh,Ninh Bình,Cross region,SPE,1704,5.72,9.3,47.42,15.07,77.24
2026-07-15,Hồ Chí Minh,Tây Ninh,Intra region,SPB,2039,6.09,6.41,11.24,16.92,40.95
2026-07-15,Hồ Chí Minh,Tây Ninh,Intra region,SPE,3714,5.26,9.13,10.9,14.14,39.39
2026-07-15,Hồ Chí Minh,Vĩnh Long,Intra region,SPB,1343,5.88,6.93,13.26,14.0,40.11
2026-07-15,Hồ Chí Minh,Vĩnh Long,Intra region,SPE,2823,5.41,9.73,13.68,14.61,43.36
2026-07-15,Hồ Chí Minh,Đà Nẵng,Cross metro *,SPB,1483,6.02,7.2,34.0,14.89,62.42
2026-07-15,Hồ Chí Minh,Đà Nẵng,Cross metro *,SPE,1551,7.03,8.33,33.57,12.81,61.29
2026-07-15,Hồ Chí Minh,Đắk Lắk,Cross region,SPB,1101,7.06,5.92,25.6,14.9,53.88
2026-07-15,Hồ Chí Minh,Đắk Lắk,Cross region,SPE,1768,5.36,9.55,27.63,14.52,56.84
2026-07-15,Hồ Chí Minh,Đồng Nai,Intra region,SPB,3564,6.5,6.7,14.99,13.58,41.8
2026-07-15,Hồ Chí Minh,Đồng Nai,Intra region,SPE,5920,5.69,9.1,15.15,14.84,44.66
2026-07-15,Hồ Chí Minh,Đồng Tháp,Intra region,SPB,1574,6.24,7.03,12.94,14.72,40.97
2026-07-15,Hồ Chí Minh,Đồng Tháp,Intra region,SPE,3028,5.51,8.88,13.09,13.99,41.36
2026-07-15,Đà Nẵng,Hà Nội,Cross metro *,SPB,270,7.95,5.63,48.68,12.54,74.83
2026-07-15,Đà Nẵng,Hà Nội,Cross metro *,SPE,60,1.43,8.87,38.89,12.84,62.11
2026-07-15,Đà Nẵng,Hồ Chí Minh,Cross metro *,SPB,267,6.62,5.18,38.22,11.17,61.21
2026-07-15,Đà Nẵng,Hồ Chí Minh,Cross metro *,SPE,108,4.68,9.3,38.71,12.93,65.76
2026-07-14,,,,SPB,2,0.06,20.5,34.56,11.5,66.63
2026-07-14,,,,SPE,25,2.88,9.02,39.08,23.64,73.9
2026-07-14,Bắc Ninh,Hà Nội,Intra region,SPB,558,9.85,6.55,27.26,13.24,57.37
2026-07-14,Bắc Ninh,Hà Nội,Intra region,SPE,1653,6.8,11.71,12.32,10.69,41.81
2026-07-14,Hà Nội,An Giang,Cross region,SPB,342,4.45,10.42,58.37,21.33,95.13
2026-07-14,Hà Nội,An Giang,Cross region,SPE,2480,4.63,10.9,56.78,20.59,92.81
2026-07-14,Hà Nội,Bắc Ninh,Intra region,SPB,668,4.99,10.21,17.79,19.14,52.51
2026-07-14,Hà Nội,Bắc Ninh,Intra region,SPE,4030,4.9,10.76,13.69,18.27,47.81
2026-07-14,Hà Nội,Cần Thơ,Cross region,SPB,237,5.56,11.69,50.47,19.98,87.63
2026-07-14,Hà Nội,Cần Thơ,Cross region,SPE,2341,4.99,10.52,51.63,16.51,83.81
2026-07-14,Hà Nội,Gia Lai,Cross region,SPB,280,5.25,10.48,40.4,13.74,69.55
2026-07-14,Hà Nội,Gia Lai,Cross region,SPE,1840,5.26,10.68,42.1,11.8,69.46
2026-07-14,Hà Nội,Hà Nội,Intra city,SPB,2788,3.89,10.96,30.4,12.61,51.87
2026-07-14,Hà Nội,Hà Nội,Intra city,SPE,1542,3.42,10.14,14.62,10.65,38.76
2026-07-14,Hà Nội,Hưng Yên,Intra region,SPB,595,5.12,9.68,15.39,16.78,46.84
2026-07-14,Hà Nội,Hưng Yên,Intra region,SPE,3708,4.71,10.58,15.6,16.25,47.1
2026-07-14,Hà Nội,Hải Phòng,Intra region,SPB,915,5.1,10.99,22.6,19.63,58.03
2026-07-14,Hà Nội,Hải Phòng,Intra region,SPE,4878,5.08,10.64,20.82,16.18,52.8
2026-07-14,Hà Nội,Hồ Chí Minh,Cross metro,SPB,1998,5.82,12.1,48.18,15.13,81.15
2026-07-14,Hà Nội,Hồ Chí Minh,Cross metro,SPE,4339,4.98,9.17,50.93,9.92,74.88
2026-07-14,Hà Nội,Lào Cai,Intra region,SPB,256,4.27,11.08,19.27,17.99,52.41
2026-07-14,Hà Nội,Lào Cai,Intra region,SPE,1690,4.74,10.56,19.55,17.8,52.86
2026-07-14,Hà Nội,Lâm Đồng,Cross region,SPB,466,4.62,10.14,50.82,18.2,83.48
2026-07-14,Hà Nội,Lâm Đồng,Cross region,SPE,2698,4.9,10.39,53.62,17.82,86.6
2026-07-14,Hà Nội,Nghệ An,Cross region,SPB,319,3.66,10.69,24.71,24.58,63.73
2026-07-14,Hà Nội,Nghệ An,Cross region,SPE,2601,4.89,10.43,28.33,26.41,69.89
2026-07-14,Hà Nội,Ninh Bình,Intra region,SPB,679,5.16,10.04,13.68,11.92,40.66
2026-07-14,Hà Nội,Ninh Bình,Intra region,SPE,3932,4.9,10.39,13.84,10.74,39.73
2026-07-14,Hà Nội,Phú Thọ,Intra region,SPB,573,4.75,11.91,16.8,12.92,46.43
2026-07-14,Hà Nội,Phú Thọ,Intra region,SPE,4061,4.72,10.34,16.44,12.95,44.65
2026-07-14,Hà Nội,Quảng Ninh,Intra region,SPB,415,5.14,10.61,22.93,15.35,53.85
2026-07-14,Hà Nội,Quảng Ninh,Intra region,SPE,2127,4.77,10.78,22.64,15.63,54.2
2026-07-14,Hà Nội,Thanh Hóa,Intra region,SPB,576,5.2,10.49,21.49,19.17,56.32
2026-07-14,Hà Nội,Thanh Hóa,Intra region,SPE,3905,4.55,10.36,21.24,18.65,54.8
2026-07-14,Hà Nội,Tây Ninh,Cross region,SPB,262,4.25,10.83,48.56,20.67,84.82
2026-07-14,Hà Nội,Tây Ninh,Cross region,SPE,1996,5.01,10.34,47.63,18.66,81.85
2026-07-14,Hà Nội,Đà Nẵng,Cross metro *,SPB,538,5.59,11.46,30.8,16.35,63.96
2026-07-14,Hà Nội,Đà Nẵng,Cross metro *,SPE,1016,4.93,9.15,30.82,13.99,58.89
2026-07-14,Hà Nội,Đắk Lắk,Cross region,SPB,269,4.89,10.51,41.51,13.06,69.34
2026-07-14,Hà Nội,Đắk Lắk,Cross region,SPE,1733,4.7,10.45,45.3,14.94,75.32
2026-07-14,Hà Nội,Đồng Nai,Cross region,SPB,492,5.06,11.02,51.81,19.74,87.89
2026-07-14,Hà Nội,Đồng Nai,Cross region,SPE,3185,5.31,10.15,55.27,18.48,88.82
2026-07-14,Hồ Chí Minh,An Giang,Intra region,SPB,1076,5.11,7.46,17.63,14.94,45.2
2026-07-14,Hồ Chí Minh,An Giang,Intra region,SPE,4251,4.58,8.79,16.47,17.98,47.62
2026-07-14,Hồ Chí Minh,Cà Mau,Intra region,SPB,513,5.68,7.95,20.91,20.99,55.35
2026-07-14,Hồ Chí Minh,Cà Mau,Intra region,SPE,2056,4.92,8.99,14.78,13.34,41.63
2026-07-14,Hồ Chí Minh,Cần Thơ,Intra region,SPB,837,5.39,7.55,14.55,12.05,39.64
2026-07-14,Hồ Chí Minh,Cần Thơ,Intra region,SPE,3764,5.0,8.72,13.36,11.48,38.16
2026-07-14,Hồ Chí Minh,Gia Lai,Cross region,SPB,421,5.61,7.28,29.85,16.31,58.86
2026-07-14,Hồ Chí Minh,Gia Lai,Cross region,SPE,1800,5.05,8.59,32.82,11.07,57.07
2026-07-14,Hồ Chí Minh,Hà Nội,Cross metro,SPB,1590,5.49,7.34,64.55,13.56,90.95
2026-07-14,Hồ Chí Minh,Hà Nội,Cross metro,SPE,2067,3.87,7.4,50.9,10.73,73.21
2026-07-14,Hồ Chí Minh,Hải Phòng,Cross region,SPB,400,5.98,7.29,63.75,22.95,100.46
2026-07-14,Hồ Chí Minh,Hải Phòng,Cross region,SPE,2169,5.29,8.37,61.57,18.22,93.23
2026-07-14,Hồ Chí Minh,Hồ Chí Minh,Intra city,SPB,6703,5.49,6.81,12.23,7.06,24.55
2026-07-14,Hồ Chí Minh,Hồ Chí Minh,Intra city,SPE,4171,3.78,8.74,13.61,10.5,36.5
2026-07-14,Hồ Chí Minh,Khánh Hòa,Cross region,SPB,514,5.59,6.52,23.65,25.13,61.0
2026-07-14,Hồ Chí Minh,Khánh Hòa,Cross region,SPE,1417,5.44,8.39,25.56,13.9,52.88
2026-07-14,Hồ Chí Minh,Lâm Đồng,Cross region,SPB,1007,5.82,7.24,18.48,15.7,47.59
2026-07-14,Hồ Chí Minh,Lâm Đồng,Cross region,SPE,3603,4.94,8.36,18.35,14.8,46.17
2026-07-14,Hồ Chí Minh,Ninh Bình,Cross region,SPB,255,5.11,7.27,48.78,15.87,76.83
2026-07-14,Hồ Chí Minh,Ninh Bình,Cross region,SPE,1534,5.38,8.93,49.07,15.0,77.91
2026-07-14,Hồ Chí Minh,Tây Ninh,Intra region,SPB,1062,5.04,6.72,11.62,15.68,39.24
2026-07-14,Hồ Chí Minh,Tây Ninh,Intra region,SPE,3540,5.28,8.6,10.77,13.17,37.42
2026-07-14,Hồ Chí Minh,Vĩnh Long,Intra region,SPB,714,4.68,7.61,13.83,15.69,41.83
2026-07-14,Hồ Chí Minh,Vĩnh Long,Intra region,SPE,2892,4.83,8.38,13.27,13.91,39.95
2026-07-14,Hồ Chí Minh,Đà Nẵng,Cross metro *,SPB,646,5.66,7.05,34.54,15.38,62.92
2026-07-14,Hồ Chí Minh,Đà Nẵng,Cross metro *,SPE,826,3.78,7.13,34.06,11.96,56.82
2026-07-14,Hồ Chí Minh,Đắk Lắk,Cross region,SPB,414,5.67,5.96,25.59,15.05,52.43
2026-07-14,Hồ Chí Minh,Đắk Lắk,Cross region,SPE,1741,5.17,8.57,27.74,15.5,56.49
2026-07-14,Hồ Chí Minh,Đồng Nai,Intra region,SPB,1640,5.26,6.82,14.26,13.64,40.03
2026-07-14,Hồ Chí Minh,Đồng Nai,Intra region,SPE,5697,5.21,8.56,13.84,14.77,42.05
2026-07-14,Hồ Chí Minh,Đồng Tháp,Intra region,SPB,721,5.23,7.04,12.87,14.32,39.69
2026-07-14,Hồ Chí Minh,Đồng Tháp,Intra region,SPE,3008,4.97,8.52,12.3,14.03,39.45
2026-07-14,Đà Nẵng,Hà Nội,Cross metro *,SPB,71,5.18,4.38,45.93,13.9,69.41
2026-07-14,Đà Nẵng,Hà Nội,Cross metro *,SPE,53,1.98,9.42,34.39,14.23,60.01
2026-07-14,Đà Nẵng,Hồ Chí Minh,Cross metro *,SPB,73,3.62,6.17,38.9,10.62,59.5
2026-07-14,Đà Nẵng,Hồ Chí Minh,Cross metro *,SPE,72,0.79,10.5,37.99,10.4,60.81
2026-07-13,,,,SPB,4,1.06,6.93,39.6,6.18,53.8
2026-07-13,,,,SPE,49,4.23,10.05,35.28,20.9,70.58
2026-07-13,Bắc Ninh,Hà Nội,Intra region,SPB,656,8.27,8.81,36.21,14.37,68.09
2026-07-13,Bắc Ninh,Hà Nội,Intra region,SPE,2116,7.18,12.21,13.05,10.71,42.77
2026-07-13,Hà Nội,An Giang,Cross region,SPB,422,3.76,11.48,55.98,25.59,97.7
2026-07-13,Hà Nội,An Giang,Cross region,SPE,3583,4.04,11.84,55.4,20.5,91.89
2026-07-13,Hà Nội,Bắc Ninh,Intra region,SPB,800,4.42,11.17,17.37,20.52,54.21
2026-07-13,Hà Nội,Bắc Ninh,Intra region,SPE,5962,4.21,11.59,13.38,18.64,47.89
2026-07-13,Hà Nội,Cần Thơ,Cross region,SPB,358,4.88,12.55,49.32,20.58,87.8
2026-07-13,Hà Nội,Cần Thơ,Cross region,SPE,3207,4.29,11.63,52.23,15.27,83.6
2026-07-13,Hà Nội,Gia Lai,Cross region,SPB,310,3.54,11.41,41.45,12.68,69.64
2026-07-13,Hà Nội,Gia Lai,Cross region,SPE,2737,3.95,10.85,44.54,11.98,71.09
2026-07-13,Hà Nội,Hà Nội,Intra city,SPB,4990,4.28,11.36,34.85,13.12,57.72
2026-07-13,Hà Nội,Hà Nội,Intra city,SPE,2978,3.75,10.1,14.14,11.19,39.6
2026-07-13,Hà Nội,Hưng Yên,Intra region,SPB,792,4.79,11.05,16.93,17.24,50.03
2026-07-13,Hà Nội,Hưng Yên,Intra region,SPE,4940,4.27,11.54,17.16,16.64,49.45
2026-07-13,Hà Nội,Hải Phòng,Intra region,SPB,1212,4.52,11.12,20.42,18.13,54.26
2026-07-13,Hà Nội,Hải Phòng,Intra region,SPE,7668,3.96,11.41,18.99,16.07,50.57
2026-07-13,Hà Nội,Hồ Chí Minh,Cross metro,SPB,2543,5.01,13.38,48.59,14.89,82.67
2026-07-13,Hà Nội,Hồ Chí Minh,Cross metro,SPE,5654,4.4,10.16,51.35,9.9,75.97
2026-07-13,Hà Nội,Lào Cai,Intra region,SPB,320,3.6,11.63,19.75,15.38,51.15
2026-07-13,Hà Nội,Lào Cai,Intra region,SPE,2399,4.04,11.72,19.77,17.55,53.47
2026-07-13,Hà Nội,Lâm Đồng,Cross region,SPB,589,5.9,12.6,51.54,17.97,88.14
2026-07-13,Hà Nội,Lâm Đồng,Cross region,SPE,4157,4.12,11.06,53.35,16.89,85.27
2026-07-13,Hà Nội,Nghệ An,Cross region,SPB,425,3.96,12.07,22.61,21.62,60.26
2026-07-13,Hà Nội,Nghệ An,Cross region,SPE,3803,4.07,11.18,26.23,24.65,66.47
2026-07-13,Hà Nội,Ninh Bình,Intra region,SPB,800,4.59,11.76,13.73,12.26,42.51
2026-07-13,Hà Nội,Ninh Bình,Intra region,SPE,5587,4.26,11.33,15.23,11.45,42.18
2026-07-13,Hà Nội,Phú Thọ,Intra region,SPB,768,4.03,11.19,16.72,12.83,45.26
2026-07-13,Hà Nội,Phú Thọ,Intra region,SPE,6058,3.87,11.49,16.47,13.78,45.84
2026-07-13,Hà Nội,Quảng Ninh,Intra region,SPB,548,5.27,11.67,24.37,16.22,57.78
2026-07-13,Hà Nội,Quảng Ninh,Intra region,SPE,3301,4.24,11.28,22.23,16.49,53.98
2026-07-13,Hà Nội,Thanh Hóa,Intra region,SPB,735,4.45,10.76,21.13,18.76,55.91
2026-07-13,Hà Nội,Thanh Hóa,Intra region,SPE,5698,3.93,11.23,21.14,18.24,54.59
2026-07-13,Hà Nội,Tây Ninh,Cross region,SPB,341,4.46,13.35,50.0,18.29,85.93
2026-07-13,Hà Nội,Tây Ninh,Cross region,SPE,2966,4.07,12.24,47.79,18.67,82.89
2026-07-13,Hà Nội,Đà Nẵng,Cross metro *,SPB,614,3.86,12.05,30.51,16.58,64.08
2026-07-13,Hà Nội,Đà Nẵng,Cross metro *,SPE,1304,3.98,9.61,30.88,14.43,58.97
2026-07-13,Hà Nội,Đắk Lắk,Cross region,SPB,320,4.7,11.38,44.56,14.11,74.84
2026-07-13,Hà Nội,Đắk Lắk,Cross region,SPE,2546,3.98,11.79,48.19,13.92,77.7
2026-07-13,Hà Nội,Đồng Nai,Cross region,SPB,580,3.54,13.02,50.32,17.81,84.68
2026-07-13,Hà Nội,Đồng Nai,Cross region,SPE,4865,4.16,11.51,55.28,18.84,89.56
2026-07-13,Hồ Chí Minh,An Giang,Intra region,SPB,1464,5.12,9.08,19.11,15.53,48.86
2026-07-13,Hồ Chí Minh,An Giang,Intra region,SPE,6115,4.0,8.87,18.08,17.75,48.4
2026-07-13,Hồ Chí Minh,Cà Mau,Intra region,SPB,634,5.37,9.58,18.61,22.39,56.18
2026-07-13,Hồ Chí Minh,Cà Mau,Intra region,SPE,2913,3.93,8.9,15.45,13.34,41.37
2026-07-13,Hồ Chí Minh,Cần Thơ,Intra region,SPB,1212,5.0,8.17,14.23,11.94,39.56
2026-07-13,Hồ Chí Minh,Cần Thơ,Intra region,SPE,5512,4.33,8.66,13.46,12.14,38.38
2026-07-13,Hồ Chí Minh,Gia Lai,Cross region,SPB,581,5.73,7.4,29.65,15.4,58.59
2026-07-13,Hồ Chí Minh,Gia Lai,Cross region,SPE,2576,4.1,8.74,32.49,12.63,57.84
2026-07-13,Hồ Chí Minh,Hà Nội,Cross metro,SPB,2068,5.96,8.93,64.27,14.75,94.26
2026-07-13,Hồ Chí Minh,Hà Nội,Cross metro,SPE,2768,3.57,8.04,49.72,10.83,72.14
2026-07-13,Hồ Chí Minh,Hải Phòng,Cross region,SPB,593,5.48,8.23,57.44,20.25,91.56
2026-07-13,Hồ Chí Minh,Hải Phòng,Cross region,SPE,3409,3.58,8.83,59.85,17.78,89.93
2026-07-13,Hồ Chí Minh,Hồ Chí Minh,Intra city,SPB,10881,5.62,7.58,12.48,6.41,24.46
2026-07-13,Hồ Chí Minh,Hồ Chí Minh,Intra city,SPE,6311,4.03,7.63,13.48,9.88,35.17
2026-07-13,Hồ Chí Minh,Khánh Hòa,Cross region,SPB,641,5.48,8.36,24.07,20.86,58.91
2026-07-13,Hồ Chí Minh,Khánh Hòa,Cross region,SPE,2150,4.03,8.5,24.68,13.73,50.83
2026-07-13,Hồ Chí Minh,Lâm Đồng,Cross region,SPB,1380,5.63,9.15,20.11,15.9,50.76
2026-07-13,Hồ Chí Minh,Lâm Đồng,Cross region,SPE,5512,4.01,8.73,19.18,15.14,46.86
2026-07-13,Hồ Chí Minh,Ninh Bình,Cross region,SPB,360,5.4,8.33,46.34,15.81,75.89
2026-07-13,Hồ Chí Minh,Ninh Bình,Cross region,SPE,2198,3.89,8.99,48.48,14.19,75.41
2026-07-13,Hồ Chí Minh,Tây Ninh,Intra region,SPB,1412,4.71,8.47,12.15,17.45,42.89
2026-07-13,Hồ Chí Minh,Tây Ninh,Intra region,SPE,5296,4.02,8.68,11.07,13.31,36.87
2026-07-13,Hồ Chí Minh,Vĩnh Long,Intra region,SPB,986,5.02,8.5,13.83,13.94,41.51
2026-07-13,Hồ Chí Minh,Vĩnh Long,Intra region,SPE,4188,4.23,8.6,13.61,14.81,41.15
2026-07-13,Hồ Chí Minh,Đà Nẵng,Cross metro *,SPB,844,5.76,8.55,35.21,13.52,63.52
2026-07-13,Hồ Chí Minh,Đà Nẵng,Cross metro *,SPE,1108,3.58,7.92,34.54,12.35,58.45
2026-07-13,Hồ Chí Minh,Đắk Lắk,Cross region,SPB,549,5.84,8.59,26.34,15.99,56.7
2026-07-13,Hồ Chí Minh,Đắk Lắk,Cross region,SPE,2647,4.23,8.63,28.9,13.92,55.37
2026-07-13,Hồ Chí Minh,Đồng Nai,Intra region,SPB,2274,5.28,8.03,15.47,13.69,42.6
2026-07-13,Hồ Chí Minh,Đồng Nai,Intra region,SPE,8206,3.92,8.57,14.53,14.53,41.3
2026-07-13,Hồ Chí Minh,Đồng Tháp,Intra region,SPB,1045,4.87,8.32,13.27,15.18,42.02
2026-07-13,Hồ Chí Minh,Đồng Tháp,Intra region,SPE,4407,4.08,8.71,12.88,15.51,40.78
2026-07-13,Đà Nẵng,Hà Nội,Cross metro *,SPB,94,4.61,6.96,51.75,14.8,78.34
2026-07-13,Đà Nẵng,Hà Nội,Cross metro *,SPE,53,1.22,10.44,35.73,10.72,64.22
2026-07-13,Đà Nẵng,Hồ Chí Minh,Cross metro *,SPB,113,3.87,8.42,36.4,11.19,60.35
2026-07-13,Đà Nẵng,Hồ Chí Minh,Cross metro *,SPE,91,1.24,11.17,35.89,10.46,58.84
2026-07-12,,,,SPB,3,11.98,6.03,28.14,11.27,45.71
2026-07-12,,,,SPE,21,11.8,10.98,44.96,20.96,88.79
2026-07-12,Bắc Ninh,Hà Nội,Intra region,SPB,499,11.2,7.84,33.78,13.51,66.78
2026-07-12,Bắc Ninh,Hà Nội,Intra region,SPE,1409,10.35,11.28,13.22,10.23,46.48
2026-07-12,Hà Nội,An Giang,Cross region,SPB,218,6.6,12.43,56.43,20.37,96.38
2026-07-12,Hà Nội,An Giang,Cross region,SPE,1687,8.56,14.64,55.16,20.83,99.39
2026-07-12,Hà Nội,Bắc Ninh,Intra region,SPB,365,9.08,12.03,16.7,20.03,57.9
2026-07-12,Hà Nội,Bắc Ninh,Intra region,SPE,2562,8.51,14.98,13.39,18.3,54.83
2026-07-12,Hà Nội,Cần Thơ,Cross region,SPB,155,7.86,13.28,49.37,20.61,90.81
2026-07-12,Hà Nội,Cần Thơ,Cross region,SPE,1565,8.66,14.6,50.87,17.55,91.63
2026-07-12,Hà Nội,Gia Lai,Cross region,SPB,182,6.78,12.26,41.44,13.57,73.86
2026-07-12,Hà Nội,Gia Lai,Cross region,SPE,1383,8.31,14.12,44.72,11.87,78.32
2026-07-12,Hà Nội,Hà Nội,Intra city,SPB,1301,8.11,14.03,33.21,12.36,61.92
2026-07-12,Hà Nội,Hà Nội,Intra city,SPE,405,4.57,17.15,14.12,11.67,48.28
2026-07-12,Hà Nội,Hưng Yên,Intra region,SPB,357,8.46,13.12,19.29,16.67,58.19
2026-07-12,Hà Nội,Hưng Yên,Intra region,SPE,2191,8.55,14.47,16.68,17.2,56.12
2026-07-12,Hà Nội,Hải Phòng,Intra region,SPB,542,9.4,12.54,20.6,19.37,62.37
2026-07-12,Hà Nội,Hải Phòng,Intra region,SPE,3578,8.93,14.9,18.73,16.06,57.98
2026-07-12,Hà Nội,Hồ Chí Minh,Cross metro,SPB,1257,9.13,14.61,48.14,13.19,85.08
2026-07-12,Hà Nội,Hồ Chí Minh,Cross metro,SPE,2784,8.69,11.36,49.06,9.94,79.43
2026-07-12,Hà Nội,Lào Cai,Intra region,SPB,179,7.76,12.8,17.43,15.32,53.23
2026-07-12,Hà Nội,Lào Cai,Intra region,SPE,1162,7.98,16.02,19.35,16.49,59.61
2026-07-12,Hà Nội,Lâm Đồng,Cross region,SPB,264,8.05,13.25,50.78,18.55,90.78
2026-07-12,Hà Nội,Lâm Đồng,Cross region,SPE,1989,8.39,14.17,53.1,18.38,93.74
